storeName,ownerName,contact,email,openTime,closeTime
Ailane,Teddie Furneaux,04-2280813,tfurneaux8e@google.com.br,15:00:29,09:09:58
Roomm,Bernita Brotherhood,19-4742278,bbrotherhood8f@mashable.com,21:38:19,03:07:15
Kamba,Conrad Tankard,38-8248996,ctankard8g@archive.org,04:14:55,03:54:45
Dynabox,Nicolai Brambley,54-9319071,nbrambley8h@microsoft.com,22:23:53,00:45:59
Brainbox,Worthington Roofe,87-8722320,wroofe8i@sohu.com,10:22:03,09:38:40
Mudo,Melania Jewell,31-4209252,mjewell8j@wikipedia.org,22:24:45,07:42:09
Jaloo,Roseanna Buske,81-8330345,rbuske8k@vk.com,07:19:18,23:13:24
Dablist,Eddy Kunkler,98-9300479,ekunkler8l@youku.com,06:07:34,06:10:27
Ailane,Grady Serridge,42-2871598,gserridge8m@java.com,08:26:56,03:47:04
Realcube,Helen-elizabeth Grigorian,66-2821723,hgrigorian8n@sciencedirect.com,05:46:42,12:24:08
Feedfire,Pearle Purveys,59-5467019,ppurveys8o@arizona.edu,10:23:14,23:40:01
Zazio,Delphine Grievson,63-8218983,dgrievson8p@51.la,06:29:48,01:05:58
Omba,Jorgan Ventum,77-3201558,jventum8q@yelp.com,19:24:19,17:53:17
Feednation,Erin Vaulkhard,91-7006525,evaulkhard8r@tripadvisor.com,18:47:06,14:19:29
Skibox,Shandeigh Gaffey,35-4855063,sgaffey8s@soundcloud.com,05:05:38,04:47:50
Tagtune,Mikey Oven,19-1126413,,11:49:30,14:15:48
Voolia,Lucila Middis,50-2521073,lmiddis8u@bravesites.com,22:53:55,14:52:48
Zoomcast,Vic Haskins,52-3495607,vhaskins8v@homestead.com,22:31:10,01:57:39
Linklinks,Eydie Ennew,91-3367728,eennew8w@goo.ne.jp,15:25:24,06:45:25
Dynabox,Sutton Gleave,94-7618648,sgleave8x@tamu.edu,23:04:21,14:30:20
Yambee,Bartie Thorns,88-8504790,bthorns8y@vk.com,14:42:27,02:06:36
Topiclounge,Carlene Tiffin,03-9211316,,09:20:04,03:58:04
Jamia,Dotty Merrilees,46-2929569,dmerrilees90@trellian.com,06:53:50,16:59:13
Photojam,Wes Spare,95-7424417,wspare91@com.com,08:32:45,07:09:58
Skynoodle,Rowney Muttock,87-8934243,rmuttock92@disqus.com,04:20:29,19:50:26
Gabtune,Gerry Mcwhinney,30-6315965,,13:39:31,18:05:37
Meedoo,Jacquie Woodbridge,88-5384283,jwoodbridge94@odnoklassniki.ru,23:19:03,04:26:13
Zoombox,Shepherd Markovich,67-5056999,,13:22:19,12:25:56
Eamia,Pip Van Oord,58-2975050,pvan96@godaddy.com,05:52:00,19:12:30
Cogibox,Karlik Sheryn,17-4648396,ksheryn97@dailymotion.com,01:21:42,05:54:15
Eazzy,Lenard Potteridge,04-6427108,lpotteridge98@aboutads.info,04:43:13,12:51:08
Kanoodle,Aurie Shedd,70-8742994,,00:49:54,08:51:16
Meeveo,Gerick Cowoppe,93-1183166,gcowoppe9a@comsenz.com,09:02:06,17:01:07
Gabvine,Henriette Siveter,58-8614078,hsiveter9b@utexas.edu,18:50:19,15:41:52
Twitterlist,Gwyn Guppey,46-9692476,gguppey9c@skyrock.com,05:38:59,19:24:32
Thoughtbeat,Karoline Doleman,81-0514264,kdoleman9d@amazon.com,10:38:52,19:52:58
Babbleblab,Hyman Rembrant,71-4625210,hrembrant9e@istockphoto.com,05:38:13,00:19:30
Tagcat,Johna Donisthorpe,08-2656185,jdonisthorpe9f@slashdot.org,07:47:14,18:17:39
Gabvine,Breanne Castanaga,04-9308789,bcastanaga9g@drupal.org,23:33:30,05:40:53
Brightdog,Christyna Curson,13-4287253,ccurson9h@spotify.com,03:59:22,07:31:34
Yabox,Evania Ayre,07-8082284,eayre9i@mapquest.com,13:20:54,16:18:41
Shufflester,Gifford Tomasi,83-1997478,gtomasi9j@hatena.ne.jp,08:32:27,00:23:44
Ailane,Luke Maudlin,58-5874370,lmaudlin9k@sina.com.cn,16:24:55,05:37:14
Twitterlist,Olvan Walentynowicz,39-6737520,owalentynowicz9l@tuttocitta.it,17:13:56,06:38:56
Camido,Jewel Fuller,17-7921205,jfuller9m@ask.com,15:13:48,20:49:01
Eamia,Corney Jagiello,80-7454938,cjagiello9n@smh.com.au,14:49:07,21:17:14
Feedspan,Adelina Bonellie,32-6191482,abonellie9o@behance.net,00:52:02,23:10:10
Bubblebox,Lorin MacCoughen,18-6958543,lmaccoughen9p@webs.com,18:50:18,12:58:42
Voonyx,Hew De Anesy,77-2952776,,17:04:41,21:14:10
Wordware,Jens Schwartz,31-3476007,jschwartz9r@hatena.ne.jp,15:43:09,06:52:57
Kamba,Kellby Mahody,72-9546184,kmahody9s@360.cn,11:13:05,12:26:20
Bluejam,Valaree Marryatt,60-2418340,vmarryatt9t@friendfeed.com,13:34:06,12:01:43
Gigazoom,Dasi Bernardez,73-9914997,dbernardez9u@bluehost.com,19:20:40,14:35:40
Cogilith,Humberto Caves,80-4576297,hcaves9v@google.com,15:25:17,18:12:11
Eidel,Sella Barrows,46-6292298,sbarrows9w@dagondesign.com,06:23:52,13:14:50
Vimbo,Paolo Braden,33-5733500,pbraden9x@4shared.com,12:46:43,22:15:40
Aimbo,Muffin Skase,07-5003449,mskase9y@smh.com.au,11:33:29,11:32:20
Dabvine,Peyton Solland,88-5627919,psolland9z@bandcamp.com,06:47:15,17:10:48
Kazio,Nicol McCoole,14-1033960,nmccoolea0@cbslocal.com,18:19:45,03:58:34
Edgepulse,Carri Barthorpe,17-4890199,cbarthorpea1@census.gov,19:29:26,22:01:47
Vitz,Upton Tuttiett,61-9951938,ututtietta2@reddit.com,23:53:22,14:46:06
Rhynyx,Falito Laweles,21-7091623,flawelesa3@bing.com,04:20:57,18:37:46
Thoughtsphere,Sondra Clint,81-3202843,sclinta4@prweb.com,18:43:00,01:50:54
Jazzy,Monty Alenichicov,89-7236069,malenichicova5@salon.com,22:23:31,13:16:53
Fatz,Jone Inkster,19-7087169,jinkstera6@myspace.com,03:10:45,13:27:54
Gabcube,Cherye Santostefano.,33-7009998,csantostefanoa7@privacy.gov.au,01:30:37,08:11:57
Twitterwire,Madison Sharram,55-1705290,msharrama8@chicagotribune.com,17:59:24,05:54:39
Dynabox,Ralina Huguet,30-0803147,,21:30:20,02:44:09
Quatz,Becca Berthel,83-0686326,bberthelaa@wikimedia.org,02:17:04,04:43:26
Pixonyx,Balduin Bence,58-4664525,bbenceab@ebay.co.uk,15:33:17,07:20:45
Zoozzy,Ariela Nunnery,30-3181520,anunneryac@desdev.cn,07:38:21,14:26:42
Nlounge,Meggie Blackbrough,00-0908478,mblackbroughad@wix.com,14:57:56,12:46:37
Babbleblab,Julianna Kyllford,50-3804475,jkyllfordae@hostgator.com,11:04:54,22:50:20
Jaloo,Aristotle Ingamells,02-2657131,aingamellsaf@prnewswire.com,18:13:33,16:56:47
Twitternation,Pauli Kave,62-6427654,pkaveag@typepad.com,19:39:10,13:53:22
Zazio,Marco Poxon,66-6235619,mpoxonah@epa.gov,12:26:55,08:37:04
Kwinu,Lars Wintringham,96-6488531,lwintringhamai@paginegialle.it,00:53:54,00:29:59
Dynabox,Garth Petch,36-4293157,gpetchaj@mapy.cz,18:42:51,04:06:57
Vinder,Helenka Tallboy,42-8254766,htallboyak@mayoclinic.com,06:15:12,00:23:40
Mudo,Izaak Quye,94-4255765,iquyeal@ucoz.com,22:05:05,19:13:00
Demivee,Ninnette Trundell,02-2845757,ntrundellam@youku.com,02:52:05,02:34:05
Feednation,Jessy Dy,70-3138523,jdyan@springer.com,05:04:26,13:11:31
Flipstorm,Marion Kittoe,68-9912736,mkittoeao@guardian.co.uk,14:12:12,17:39:10
Zoomdog,Allys Filippone,74-9835968,afilipponeap@mapy.cz,08:41:41,07:02:11
Skippad,Goober Leyninye,59-8628945,gleyninyeaq@theglobeandmail.com,10:09:53,15:28:01
Flashpoint,Bari Denkel,84-7763540,bdenkelar@artisteer.com,18:03:50,11:31:54
Abata,Quintina Millsom,06-6352286,qmillsomas@amazon.com,14:10:54,14:47:13
Meetz,Stillman Legen,42-5404356,slegenat@reddit.com,11:35:48,09:08:38
Yombu,Madelyn Bolduc,26-6357125,mbolducau@usnews.com,18:06:02,06:44:00
Cogidoo,Abner Leverentz,10-5575110,aleverentzav@addthis.com,17:58:18,04:57:47
Innotype,Vinnie Ree,87-7200004,vreeaw@oaic.gov.au,02:00:02,13:49:06
Gigashots,Vinny Benzing,42-3823115,vbenzingax@google.ca,10:34:25,00:39:33
Skipfire,Lindsay Lotze,16-4252694,llotzeay@irs.gov,16:38:18,17:54:41
Flashset,Paige Tabord,36-7276804,ptabordaz@time.com,10:16:39,02:44:58
Katz,Adah Backshaw,66-7481061,abackshawb0@virginia.edu,12:35:44,16:53:24
Quimba,Ravi Flaonier,40-6844334,rflaonierb1@vkontakte.ru,04:58:15,06:34:50
Reallinks,Didi Inchcomb,56-8038985,dinchcombb2@wunderground.com,03:42:06,02:34:44
Oozz,Jefferey Pantlin,16-3539634,jpantlinb3@npr.org,04:13:05,00:56:47
Skilith,Aube Chicotti,31-7510255,achicottib4@ycombinator.com,12:41:30,23:12:02
Ailane,Tate Finlow,12-5644848,tfinlowb5@miitbeian.gov.cn,09:32:17,14:01:55
Bubblebox,Jill Benjefield,53-6365007,jbenjefieldb6@jugem.jp,02:27:11,05:55:11
Kanoodle,Brit Mustin,71-9406510,bmustinb7@about.me,19:37:51,09:56:12
Eire,Zeke Gethen,86-2849645,zgethenb8@surveymonkey.com,17:39:20,10:27:43
Linktype,Sandy de Quincey,67-8188263,sdeb9@stumbleupon.com,20:26:16,23:29:40
Fivechat,Gwenny Dillicate,08-2392978,gdillicateba@constantcontact.com,11:56:52,10:05:35
Skibox,Royal Kruszelnicki,87-8602719,rkruszelnickibb@microsoft.com,16:47:18,10:21:15
Quimba,Randie Marvelley,42-3540874,rmarvelleybc@ucoz.ru,07:47:13,18:17:19
Flipopia,Janenna Suffe,38-6686970,jsuffebd@homestead.com,08:58:52,00:16:48
Realcube,Jillie Covotto,57-0135878,,04:20:48,20:23:48
Gigabox,Enrika Kohler,99-1369964,ekohlerbf@theatlantic.com,16:31:10,02:38:36
Zoombeat,Dani Grimmett,46-4609018,dgrimmettbg@gmpg.org,14:21:30,01:30:16
Camido,Xena Verner,54-3010894,xvernerbh@gov.uk,07:12:35,13:09:43
Mydeo,Carlynn Alenin,85-3470537,caleninbi@tmall.com,08:29:35,08:17:53
Brightdog,Anna-diana Mompesson,49-2636622,amompessonbj@pinterest.com,00:12:35,21:33:56
Camido,Olly Curry,31-8378437,ocurrybk@livejournal.com,15:36:23,14:19:18
Yakijo,Alain Pinnell,30-7770673,apinnellbl@sourceforge.net,17:14:51,20:24:48
Abata,Cobbie Batrim,80-1685688,cbatrimbm@51.la,07:41:21,11:12:42
Dabfeed,Selinda Feary,20-6981250,sfearybn@newyorker.com,13:02:35,19:13:12
Skinder,Tammie Tregonna,36-2054877,ttregonnabo@blog.com,04:27:05,08:12:29
Mudo,Dian Kepling,15-9840264,dkeplingbp@icq.com,22:52:25,09:25:22
Oozz,Ingaberg Skaid,80-3525906,iskaidbq@sfgate.com,16:18:44,13:47:18
Twimbo,Kirsti Kivell,83-7891158,kkivellbr@amazon.com,14:49:25,02:16:28
Dabshots,Shelia Trask,86-1096026,straskbs@wix.com,06:18:06,03:52:40
Topdrive,Evangeline Rainville,72-5094827,erainvillebt@dropbox.com,20:11:04,07:57:19
Oozz,Ianthe MacInerney,68-8077057,imacinerneybu@japanpost.jp,17:24:51,05:14:57
Zoombeat,Serene Cleevely,23-5196010,scleevelybv@samsung.com,06:57:19,12:06:17
Kanoodle,Holli Fearnside,95-5345352,hfearnsidebw@marriott.com,17:13:15,03:26:50
Wikizz,Frederik Gilstoun,89-9037165,fgilstounbx@nature.com,09:05:19,01:09:51
Quatz,Roda Bertomeu,60-4745757,rbertomeuby@sourceforge.net,22:20:18,12:25:31
Zoovu,Fernando Sigmund,21-8711946,fsigmundbz@naver.com,01:18:30,15:56:14
Zoomlounge,Arlinda Sorby,09-8284906,asorbyc0@homestead.com,23:18:14,06:20:41
Dynava,Marilin Orpin,86-4581761,morpinc1@goo.ne.jp,06:55:24,12:18:41
Meeveo,Lona Starzaker,83-2120415,lstarzakerc2@mac.com,09:03:53,08:19:04
Feedmix,Otis Awde,59-7957390,oawdec3@mlb.com,23:25:24,12:21:20
Minyx,Seana Garrod,13-6281846,sgarrodc4@state.gov,21:07:07,05:39:05
Zoombeat,Gardner Carne,68-7997327,gcarnec5@epa.gov,19:53:31,20:34:40
Twitterbeat,Modesta Dillinton,96-2291175,mdillintonc6@instagram.com,07:33:56,19:16:57
Thoughtbeat,Elbert Muzzillo,18-3623244,emuzzilloc7@icio.us,08:48:51,13:50:33
Gevee,Base Pendrey,84-3020444,bpendreyc8@dedecms.com,23:37:31,03:05:39
Tagopia,Shelbi Stalley,90-2303416,sstalleyc9@issuu.com,22:09:59,18:16:38
Topiczoom,Athene Mottley,58-2604801,amottleyca@cyberchimps.com,23:34:02,23:56:08
Shuffledrive,Ninnetta Fullick,04-8902665,nfullickcb@about.me,10:51:16,23:51:47
Meembee,Jillane Kirckman,00-1926376,jkirckmancc@imgur.com,19:03:03,00:15:19
Yata,Clevey Tite,72-3033965,ctitecd@last.fm,04:23:42,06:59:05
Feednation,Con Oene,97-2256060,coenece@gov.uk,16:08:14,20:45:56
Pixope,Magdaia Ellyatt,58-5106387,mellyattcf@pinterest.com,10:57:44,20:18:18
Demimbu,Zaccaria Shalders,09-1175112,,18:42:09,08:42:03
Divape,Tiffy Beddie,83-1457376,,05:44:08,03:10:09
Yombu,Emilie Barwis,28-5683195,ebarwisci@smugmug.com,09:00:16,05:50:38
Linktype,Jaine Loosely,04-8958369,jlooselycj@sphinn.com,17:16:16,18:26:44
Bluejam,Dela Lissandri,32-5741197,dlissandrick@slashdot.org,17:59:06,14:15:48
Mycat,Lauree Layhe,13-1674386,llayhecl@latimes.com,09:42:52,07:15:54
Twitterbeat,Ely Andrzejowski,82-4985808,eandrzejowskicm@canalblog.com,22:48:07,09:10:17
Vimbo,Alain Pirson,42-9998521,apirsoncn@telegraph.co.uk,06:32:22,19:02:24
Livefish,Jayson Esh,40-8109460,jeshco@nature.com,20:18:14,21:27:23
Trupe,Brigitta Newdick,71-1565157,bnewdickcp@dion.ne.jp,22:47:58,23:33:52
Gabspot,Sal Remington,90-5761879,sremingtoncq@samsung.com,07:36:13,23:13:53
Yamia,Reina Burnsyde,65-9114821,rburnsydecr@dot.gov,13:09:21,23:53:59
Browseblab,Ellissa De Fraine,02-3878837,edecs@issuu.com,18:51:47,10:44:31
Linklinks,Nowell Basnett,52-8746235,nbasnettct@netlog.com,01:04:00,11:25:06
Skyndu,Benedikt Hamlyn,43-8697279,bhamlyncu@addtoany.com,16:12:52,07:39:17
Avavee,Godwin Bigmore,73-5850839,gbigmorecv@answers.com,17:15:58,04:30:29
Topicshots,Elissa Gilardi,99-3623435,egilardicw@twitter.com,04:37:06,10:04:00
Topicware,Muhammad Antoniou,24-1074736,mantonioucx@rediff.com,18:31:27,07:50:49
Thoughtbeat,Milton Ballay,89-8922279,mballaycy@hc360.com,08:58:38,09:10:55
Devify,Isidor Timmes,90-7889743,itimmescz@economist.com,01:45:41,12:13:26
Bubbletube,Justis Yesichev,04-3680284,jyesichevd0@twitpic.com,19:52:18,22:30:16
Dynazzy,Yolanda Kerkham,30-0233162,ykerkhamd1@ucoz.ru,19:24:19,06:06:44
Gigaclub,Cello Steketee,71-3136454,,22:28:29,00:10:38
Tagopia,Flori Leppard,90-1417410,fleppardd3@webnode.com,08:32:11,13:03:59
Katz,Jeromy Jupe,97-6199531,jjuped4@bandcamp.com,17:01:03,22:30:14
Rhynyx,Marissa Noakes,96-8348099,mnoakesd5@addtoany.com,20:32:15,02:34:48
Jayo,Dav Murrish,89-9143473,dmurrishd6@wiley.com,23:26:38,19:44:08
Eamia,Celinka Laite,54-2633015,claited7@webmd.com,06:00:34,16:47:44
Dynazzy,Datha Huygen,64-4234565,dhuygend8@rediff.com,20:05:11,04:22:17
Dabfeed,Olive Ambresin,29-2801384,oambresind9@sciencedirect.com,13:35:08,20:11:04
Leexo,Aubert Pidler,94-3424828,apidlerda@qq.com,17:56:11,07:49:45
Topiclounge,Hercule Peddar,56-6647188,hpeddardb@wsj.com,15:21:11,21:38:12
Livepath,Kaine Paffett,28-0021944,kpaffettdc@constantcontact.com,06:16:19,19:15:41
Edgetag,Thomasine Deneve,70-6939665,tdenevedd@wikipedia.org,22:12:53,08:49:32
Flashspan,Rayner Agutter,71-4421288,ragutterde@nba.com,11:19:36,06:10:37
Avaveo,Duffy Diloway,77-1702331,ddilowaydf@merriam-webster.com,23:37:04,03:21:04
Livetube,Weider Connell,72-7774522,wconnelldg@exblog.jp,18:01:35,23:48:40
Brightdog,Goraud Dallewater,67-1265170,gdallewaterdh@linkedin.com,07:56:14,01:42:18
Snaptags,Ryan Bagnell,02-9740791,rbagnelldi@patch.com,23:09:34,14:35:42
Lazzy,Cosme Cossam,81-3914475,ccossamdj@slashdot.org,21:32:14,13:05:54
Skalith,Mead Sutlieff,79-2116412,msutlieffdk@cnet.com,10:19:33,23:24:48
Realfire,Godwin Quarles,45-1242431,gquarlesdl@pcworld.com,21:51:35,14:13:59
DabZ,Carlotta Titterington,81-6950768,ctitteringtondm@cisco.com,17:28:26,17:00:35
Browseblab,Clemmie Twamley,38-8721510,ctwamleydn@unblog.fr,18:00:27,07:06:19
Yakitri,Edouard Klass,03-9444597,eklassdo@edublogs.org,20:10:28,18:34:51
Devbug,Matias Blackmoor,68-9614888,mblackmoordp@prweb.com,21:34:27,21:30:56
Voonder,Margaretta Gerhartz,84-8489310,mgerhartzdq@cbslocal.com,12:36:50,19:04:00
Jazzy,Dolf Brugmann,55-7232336,dbrugmanndr@edublogs.org,01:34:45,00:42:22
Livepath,Germain Beevens,40-8824880,gbeevensds@cmu.edu,20:54:06,11:29:39
Kwideo,Kelli Hamal,74-3730028,khamaldt@feedburner.com,09:18:16,16:21:27
Demizz,Otis Buxsy,39-6946281,obuxsydu@goodreads.com,15:46:25,23:26:35
Mybuzz,Joanna Boutcher,05-0878142,jboutcherdv@rambler.ru,09:44:04,07:19:58
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
