empId,passengerId,checkDate,checkTime
66-9445128,749-07-4794,2021-02-19,4:24:42
60-3305943,358-45-9603,2021-02-09,10:58:55
44-2159097,458-31-0961,2021-02-17,7:20:12
32-1263188,277-68-2713,2021-02-09,11:22:05
53-9395469,468-38-1643,2021-02-10,1:46:45
79-1885695,108-45-2566,2021-02-15,10:03:51
85-3575118,193-41-8997,2021-02-11,5:27:10
78-8521929,508-41-4091,2021-02-14,19:10:04
18-2238556,497-10-5363,2021-02-11,10:15:56
40-3921311,550-33-5993,2021-02-19,16:50:25
93-3588223,285-49-5210,2021-02-19,21:29:44
52-7244183,884-55-8999,2021-02-14,5:19:29
96-3658550,665-09-4988,2021-02-08,7:00:23
97-7949830,219-10-5790,2021-02-14,16:11:40
37-1361951,498-16-6067,2021-02-10,16:02:19
44-6863380,583-29-8034,2021-02-07,1:25:44
40-7859632,440-49-1988,2021-02-10,1:29:18
17-1767768,753-30-1246,2021-02-19,20:28:35
06-1405903,884-57-2739,2021-02-09,13:30:38
60-0436777,188-36-2369,2021-02-14,13:45:51
00-9782491,319-78-7153,2021-02-11,12:04:49
74-5554803,480-85-9936,2021-02-07,7:00:13
53-5932552,690-89-4716,2021-02-12,6:17:10
84-5276557,566-67-6324,2021-02-18,3:45:04
23-7806277,497-83-7823,2021-02-16,18:20:32
01-1083267,785-50-1262,2021-02-14,6:34:05
73-7956668,559-71-4321,2021-02-11,2:44:36
46-5448887,471-84-9809,2021-02-10,22:11:44
43-9196162,653-83-3759,2021-02-11,10:30:27
93-3965265,872-75-0826,2021-02-16,2:24:05
04-6016647,323-08-9287,2021-02-11,0:54:24
56-1943337,288-35-5789,2021-02-12,10:40:49
47-7727829,633-95-1437,2021-02-16,6:03:52
92-4882710,270-64-0313,2021-02-10,23:53:52
09-5573624,482-38-7791,2021-02-09,1:13:02
61-3085715,683-43-0165,2021-02-08,2:24:40
13-2145192,549-39-2470,2021-02-11,6:16:47
84-2716111,136-07-6319,2021-02-15,20:57:17
75-7024225,331-41-8369,2021-02-14,14:36:49
24-0189726,266-83-0010,2021-02-12,19:29:53
70-5029919,302-27-9137,2021-02-08,22:13:58
58-6196819,575-63-1516,2021-02-12,18:11:40
87-3062383,576-69-8008,2021-02-20,7:36:27
26-0748252,170-98-2263,2021-02-07,8:05:52
37-9734524,126-83-4463,2021-02-19,1:17:08
46-9719629,311-37-7873,2021-02-16,1:52:36
22-3744940,185-34-5310,2021-02-09,20:47:46
34-1471985,588-85-8792,2021-02-16,0:35:03
43-6145839,513-31-2059,2021-02-17,16:50:18
76-6353299,677-19-7420,2021-02-20,4:56:19
17-5492061,879-84-0265,2021-02-18,8:57:34
32-5916260,347-07-1921,2021-02-17,2:46:20
43-5250879,730-53-8012,2021-02-13,7:20:26
78-8341095,627-47-4426,2021-02-13,0:00:13
90-7508116,308-25-3136,2021-02-08,4:04:21
70-7867288,344-75-3720,2021-02-20,8:10:05
37-4800621,733-14-7641,2021-02-13,3:41:24
01-1521031,766-26-9562,2021-02-13,9:43:10
80-0197261,298-74-4994,2021-02-07,22:28:47
97-1698379,276-33-4938,2021-02-16,17:49:21
95-1791318,230-09-9868,2021-02-16,8:48:30
35-9573886,741-04-0328,2021-02-12,21:59:06
84-8745092,868-46-8360,2021-02-16,1:17:30
24-4494573,306-89-1409,2021-02-07,23:54:10
54-7191013,493-02-1524,2021-02-20,7:51:29
49-3064894,624-29-9345,2021-02-17,9:25:43
84-8808640,482-81-3291,2021-02-13,6:56:17
98-9877771,174-67-8572,2021-02-08,16:01:57
14-2154772,446-99-8771,2021-02-09,8:04:07
66-8301695,777-51-3820,2021-02-09,2:52:05
01-8778495,405-80-1749,2021-02-15,14:01:06
58-1070461,872-99-1969,2021-02-11,16:29:05
31-3104734,462-37-4217,2021-02-16,14:02:03
11-7862929,462-41-3749,2021-02-08,17:26:11
22-0154224,192-94-6209,2021-02-13,10:00:40
83-1148499,483-55-6757,2021-02-07,19:47:47
70-5968187,354-71-9241,2021-02-10,14:35:52
02-4091174,717-50-1348,2021-02-16,16:07:37
11-7012039,498-70-2255,2021-02-07,2:16:56
93-0430208,368-52-0722,2021-02-12,21:54:02
68-2819922,175-14-7892,2021-02-09,18:31:25
39-8743562,174-78-6208,2021-02-09,7:01:56
53-5425550,804-45-3314,2021-02-08,6:14:47
86-7315713,756-21-3351,2021-02-18,17:19:21
80-6683108,702-96-4574,2021-02-11,10:49:08
36-8977027,763-63-7242,2021-02-14,9:55:54
03-1952207,513-23-0796,2021-02-15,18:34:02
36-4183796,277-27-2818,2021-02-07,5:04:57
91-4628814,573-40-7682,2021-02-15,21:22:13
07-6498619,262-14-4262,2021-02-19,13:41:21
53-3059909,268-52-4620,2021-02-13,23:10:37
64-3807424,165-01-7989,2021-02-19,5:24:40
73-4603815,811-03-7506,2021-02-18,8:46:58
26-5661870,843-64-6054,2021-02-11,18:34:09
95-5073711,188-41-2829,2021-02-19,15:03:56
45-6849657,386-30-2326,2021-02-09,15:58:23
45-4202335,543-49-9075,2021-02-16,12:49:21
43-5329006,540-10-8280,2021-02-08,10:25:15
35-6675291,635-88-2186,2021-02-18,22:09:54
57-1756586,605-19-2117,2021-02-18,13:31:29
95-6749631,564-92-0383,2021-02-11,2:28:02
24-7683761,477-48-8532,2021-02-14,14:04:28
51-1825045,630-26-4405,2021-02-14,11:11:59
05-3818933,597-30-6237,2021-02-14,8:14:44
24-9985366,582-34-0140,2021-02-07,1:43:56
94-5804227,206-91-3926,2021-02-17,5:06:25
62-1157170,405-69-7717,2021-02-15,18:55:08
84-8492829,826-74-3994,2021-02-17,2:31:48
42-1699834,383-47-3459,2021-02-08,23:45:58
56-1999939,534-75-1679,2021-02-19,9:12:17
62-2424327,544-86-6088,2021-02-10,5:36:36
95-6642053,627-15-5618,2021-02-18,6:11:43
27-8717359,378-38-7721,2021-02-09,15:13:08
56-2063241,243-33-2207,2021-02-20,12:13:30
10-5024884,775-18-8628,2021-02-19,18:17:59
21-1565639,569-83-1325,2021-02-14,12:29:36
60-7644474,743-30-8760,2021-02-12,10:32:43
85-3243583,715-13-6177,2021-02-12,18:01:29
99-7405912,891-96-9820,2021-02-16,9:49:34
19-0979144,135-31-3210,2021-02-15,7:42:02
54-4366035,332-84-4699,2021-02-17,14:28:24
14-9973839,231-11-1854,2021-02-19,13:34:08
66-6901781,856-78-1727,2021-02-16,6:11:20
45-6264369,424-78-2525,2021-02-09,6:47:31
40-6712402,688-99-7601,2021-02-14,21:15:11
16-4594549,245-61-9644,2021-02-09,19:22:56
20-6703906,107-35-7458,2021-02-09,9:59:28
33-4866147,836-11-2091,2021-02-08,23:11:19
04-9547819,194-16-3279,2021-02-15,23:17:25
07-2985515,336-25-9039,2021-02-17,7:20:20
91-9315409,760-05-3164,2021-02-11,17:24:22
48-6990483,877-60-8038,2021-02-07,8:14:39
84-9044314,398-22-4550,2021-02-11,3:29:01
63-3074790,469-66-4346,2021-02-09,19:56:30
16-3893192,301-44-2755,2021-02-11,22:35:00
67-1095912,612-02-3783,2021-02-10,8:38:47
38-8998833,841-68-0834,2021-02-07,1:50:13
18-3859164,494-32-5353,2021-02-12,6:04:03
27-9185071,188-65-1349,2021-02-20,19:59:47
88-3736428,173-52-3101,2021-02-08,2:34:40
87-4701001,249-50-2607,2021-02-14,6:26:01
19-1888723,341-66-0188,2021-02-14,20:29:40
35-0481576,316-79-9916,2021-02-12,0:36:39
20-7525462,791-53-3137,2021-02-20,22:29:19
88-6855929,355-69-1351,2021-02-17,17:44:42
59-9145335,297-50-9542,2021-02-15,18:16:49
48-0782660,645-88-0794,2021-02-10,19:04:58
46-9170147,781-15-4149,2021-02-07,12:42:10
95-2396852,563-53-9381,2021-02-14,13:51:57
65-3419539,500-87-0090,2021-02-10,20:08:36
60-3986982,178-08-3621,2021-02-07,2:14:38
12-9935147,842-97-3494,2021-02-19,22:25:54
52-6807436,406-16-5487,2021-02-18,9:58:30
28-4155563,868-28-4992,2021-02-10,7:29:09
56-2389793,201-43-2973,2021-02-16,13:06:54
89-9656852,689-72-9249,2021-02-15,23:31:56
67-8866094,369-30-4506,2021-02-14,11:20:53
99-4328776,255-24-5094,2021-02-07,4:12:34
45-4865707,286-05-9819,2021-02-07,10:40:19
41-9449881,209-67-7487,2021-02-16,18:50:13
85-4978731,573-70-9499,2021-02-10,16:09:48
58-8377809,849-93-3593,2021-02-12,15:09:40
11-5984392,632-92-1875,2021-02-15,19:45:43
76-8467900,396-16-6224,2021-02-19,10:36:13
74-4316097,577-90-4012,2021-02-13,22:50:00
43-5862641,134-27-7909,2021-02-13,12:16:33
43-2774427,411-85-0012,2021-02-20,3:00:32
54-1540627,306-91-2420,2021-02-10,7:03:37
68-6493956,426-20-3209,2021-02-09,14:58:05
87-8856084,246-90-9690,2021-02-17,15:06:33
55-1227416,235-89-9460,2021-02-15,13:12:03
81-3694943,757-28-7626,2021-02-12,8:36:16
77-7944754,846-87-6547,2021-02-08,18:29:18
37-3617297,582-80-5743,2021-02-09,15:13:01
39-3454476,753-72-7141,2021-02-14,22:29:54
10-0374290,185-94-8981,2021-02-12,18:04:21
91-7357046,220-50-9478,2021-02-18,9:12:25
98-9769936,884-67-8935,2021-02-13,7:01:27
66-6378375,616-47-7883,2021-02-18,20:48:58
73-7166421,311-69-4285,2021-02-16,13:24:42
73-8209425,416-45-4821,2021-02-08,14:18:24
19-4304851,804-50-1049,2021-02-09,12:13:47
93-9230256,855-18-4980,2021-02-14,9:56:28
26-5790738,577-47-1862,2021-02-15,23:21:52
45-6683169,669-06-8482,2021-02-15,23:11:06
56-8199333,489-52-7834,2021-02-12,6:07:53
02-0604111,263-30-1069,2021-02-20,12:05:57
51-3952053,351-30-3155,2021-02-20,14:53:50
95-8790392,174-30-8424,2021-02-19,4:56:25
45-0556317,179-14-5137,2021-02-10,22:26:07
69-1225501,386-53-7055,2021-02-16,22:56:03
91-8663520,770-68-9180,2021-02-18,13:48:52
32-7723583,531-64-4112,2021-02-12,23:11:17
46-5008402,427-42-9895,2021-02-13,9:49:52
92-3827560,204-85-2819,2021-02-11,9:14:33
13-5518642,288-94-6355,2021-02-12,5:26:50
36-4892533,207-42-7140,2021-02-18,17:53:22
12-3571572,470-28-6295,2021-02-12,21:11:11
87-6929736,450-05-7272,2021-02-12,16:06:38
59-5070449,822-06-7943,2021-02-08,19:33:12
80-8446893,681-96-9131,2021-02-10,11:10:42
66-5134925,737-28-9057,2021-02-13,15:55:52
82-4139161,553-87-4601,2021-02-14,23:25:16
24-5923005,758-70-9343,2021-02-20,12:33:17
77-5877400,110-95-9685,2021-02-16,13:24:09
85-8101487,844-95-7471,2021-02-07,6:39:11
65-1351734,258-39-1201,2021-02-14,19:55:35
44-9354231,749-45-5279,2021-02-09,17:30:52
91-7763071,284-89-7668,2021-02-13,19:34:23
21-1856589,202-56-5096,2021-02-09,17:47:52
25-5842610,531-93-8802,2021-02-10,18:27:21
69-6889188,579-79-8402,2021-02-11,23:17:33
85-3305230,351-33-0998,2021-02-11,3:47:42
24-7552808,745-43-8193,2021-02-13,16:09:59
71-2594205,406-54-4350,2021-02-20,1:36:22
45-6369448,711-04-2343,2021-02-18,1:59:23
86-7212608,833-91-1999,2021-02-09,22:59:24
87-5168764,748-06-0917,2021-02-10,17:35:18
21-9131687,609-68-2318,2021-02-08,11:08:48
04-5820102,399-73-5089,2021-02-07,0:32:25
29-1157170,588-24-8989,2021-02-12,21:40:24
52-0995820,678-55-3590,2021-02-14,7:13:22
23-5783131,429-22-2217,2021-02-20,21:02:11
07-5074945,810-48-8710,2021-02-12,15:25:21
91-4884157,776-81-9053,2021-02-15,4:56:00
22-4708528,232-61-6632,2021-02-18,18:10:58
51-2891505,899-30-1664,2021-02-18,15:30:55
64-2950347,745-10-2422,2021-02-11,9:33:06
94-5149871,446-03-6696,2021-02-20,1:37:53
32-8247532,759-37-1352,2021-02-12,2:00:54
84-4024250,246-66-9321,2021-02-20,14:01:11
08-6924967,595-66-7310,2021-02-16,23:42:52
07-7587178,800-04-3306,2021-02-16,14:46:43
29-7124282,497-78-1307,2021-02-12,7:47:52
87-1044789,112-21-4059,2021-02-12,6:22:39
92-9421271,448-15-7200,2021-02-07,1:49:47
47-5522678,816-40-5759,2021-02-09,23:35:52
29-0758105,352-33-9969,2021-02-11,11:14:07
56-9134113,273-98-4499,2021-02-11,3:22:01
38-5397443,688-76-5012,2021-02-14,20:00:44
94-9623966,460-69-3409,2021-02-19,7:12:22
72-0712246,437-98-9387,2021-02-12,9:20:16
02-8094113,371-20-4171,2021-02-16,2:08:27
39-1715258,402-79-7973,2021-02-20,11:41:34
65-7866092,798-87-2762,2021-02-13,23:41:28
32-4982560,145-75-0279,2021-02-20,10:09:35
13-1339344,480-71-1278,2021-02-18,0:28:09
22-3526817,176-11-3531,2021-02-19,16:34:50
02-8280347,543-99-8290,2021-02-11,20:27:10
54-3032141,538-33-5308,2021-02-12,21:28:58
36-4294193,722-52-4126,2021-02-13,5:49:25
53-8950183,629-96-2205,2021-02-17,8:28:16
59-5368219,488-42-4367,2021-02-16,16:00:23
07-9901685,581-43-8909,2021-02-12,21:02:14
66-0409207,691-06-9776,2021-02-07,9:58:30
08-5914344,462-04-0241,2021-02-19,3:51:57
85-0697462,704-70-4400,2021-02-19,22:01:29
88-9024939,657-70-4279,2021-02-15,8:16:05
54-6984342,271-84-4988,2021-02-19,7:36:25
68-6195049,723-12-0905,2021-02-12,10:27:22
34-7559692,288-50-6583,2021-02-18,13:45:53
42-2741581,597-35-4802,2021-02-11,10:48:48
39-0469868,584-75-6677,2021-02-07,17:45:41
71-0640102,128-14-1724,2021-02-11,2:15:48
63-9819055,774-13-4471,2021-02-15,16:17:20
71-8839295,132-14-7905,2021-02-09,20:24:06
56-7545867,102-37-9242,2021-02-10,17:51:02
89-9657931,623-71-3973,2021-02-17,15:40:13
31-6051821,306-25-0216,2021-02-17,1:47:17
42-0420583,454-40-6328,2021-02-16,0:08:46
72-4510716,761-55-9149,2021-02-20,20:04:23
22-5014441,754-56-7805,2021-02-14,12:47:37
40-8051928,628-29-5480,2021-02-11,7:24:32
82-9267838,281-72-0763,2021-02-20,5:40:28
48-1099682,738-06-0060,2021-02-15,0:43:25
14-5549172,615-84-5767,2021-02-11,4:02:55
06-8345375,760-64-1629,2021-02-09,1:38:13
81-2950184,676-14-5728,2021-02-15,17:43:53
77-1994058,495-86-8431,2021-02-09,5:28:28
80-0501844,454-38-0119,2021-02-12,22:51:59
23-0740499,582-33-6088,2021-02-16,21:13:53
07-0282371,371-71-7712,2021-02-12,18:17:37
17-9366030,739-07-2877,2021-02-13,18:25:28
44-9555305,344-61-7528,2021-02-09,4:00:30
93-6469130,533-87-5460,2021-02-20,18:54:11
45-9389496,686-98-4767,2021-02-14,4:47:54
28-3391481,512-96-6705,2021-02-19,14:50:02
00-6991629,108-85-8966,2021-02-14,20:16:41
85-7194029,393-11-2471,2021-02-08,17:28:57
85-4311643,200-67-8264,2021-02-13,16:46:04
47-5596414,483-69-9575,2021-02-15,14:17:11
67-4893427,323-28-6391,2021-02-08,14:42:14
61-8558070,580-89-7487,2021-02-12,4:03:06
42-6804279,519-50-9879,2021-02-15,19:50:03
56-8389527,323-28-7411,2021-02-09,2:08:00
49-2281056,521-29-2713,2021-02-09,2:07:34
33-4289112,111-85-6312,2021-02-19,5:02:47
86-0622690,784-83-6646,2021-02-16,6:12:45
69-0200227,328-99-9223,2021-02-10,8:33:02
96-4806033,275-07-1103,2021-02-19,17:44:53
94-7370878,247-14-8315,2021-02-10,14:50:01
57-3357101,351-67-9865,2021-02-13,11:06:52
09-6071374,544-90-7912,2021-02-15,0:10:22
22-1110811,527-72-7611,2021-02-08,5:35:41
06-2139923,209-09-4691,2021-02-15,1:07:25
02-9368704,691-50-2703,2021-02-16,2:08:36
39-1043016,307-99-5330,2021-02-19,10:36:36
85-1558875,414-24-7488,2021-02-18,5:54:38
28-0919861,319-16-7305,2021-02-11,18:04:45
28-5392604,345-56-7117,2021-02-12,19:33:28
48-3606195,526-93-8433,2021-02-13,17:15:29
26-2980214,426-02-2050,2021-02-12,2:35:05
90-9962248,339-13-2850,2021-02-16,12:11:36
84-8565318,281-23-9030,2021-02-12,1:50:28
35-6433113,621-18-2183,2021-02-16,2:43:11
22-8006773,394-86-4303,2021-02-15,1:56:19
05-1700277,383-16-2472,2021-02-12,22:09:26
64-6831147,128-05-4776,2021-02-20,11:27:13
59-7045967,212-42-0125,2021-02-15,2:54:13
80-2685759,232-14-8260,2021-02-14,6:21:47
21-6710215,770-68-9641,2021-02-12,1:47:19
89-5121734,172-73-5334,2021-02-14,1:06:58
66-8481755,649-06-8559,2021-02-12,3:51:45
09-5765817,720-41-8792,2021-02-16,16:15:04
91-4900855,751-74-1728,2021-02-08,15:16:25
64-8703952,768-95-8192,2021-02-18,5:52:17
08-7830766,890-10-6335,2021-02-19,14:54:16
17-9822822,161-28-0329,2021-02-12,18:40:22
35-9683402,280-74-5549,2021-02-09,6:18:33
18-5244150,298-99-1127,2021-02-19,17:43:25
08-0329542,734-76-8140,2021-02-19,13:06:57
51-4740450,815-55-4216,2021-02-08,6:56:27
66-3594109,625-91-1858,2021-02-16,5:26:07
70-4964169,372-80-5831,2021-02-09,9:49:10
70-2191650,839-73-9208,2021-02-12,22:54:20
90-9897663,757-32-5923,2021-02-16,3:10:33
92-4707238,407-44-0075,2021-02-15,21:37:06
86-3228915,715-71-7292,2021-02-09,6:44:03
47-5282090,145-52-6305,2021-02-14,15:09:07
38-9038761,332-89-5565,2021-02-15,2:22:06
72-1214600,149-91-3219,2021-02-07,21:54:19
20-5551327,280-86-5218,2021-02-20,16:42:56
86-6335727,818-37-9543,2021-02-07,2:37:23
36-5802727,676-82-2365,2021-02-13,22:09:33
15-1086908,150-39-6472,2021-02-07,20:01:18
51-3763547,752-45-0034,2021-02-18,14:57:23
06-2549693,585-34-8830,2021-02-19,22:48:27
02-1456923,473-38-3723,2021-02-09,1:33:31
24-2866046,546-39-1481,2021-02-09,3:05:24
67-2624075,113-31-3405,2021-02-13,16:23:16
01-4401127,832-39-1218,2021-02-10,15:46:02
46-4693830,712-59-0596,2021-02-11,20:09:05
86-1332330,877-86-8040,2021-02-18,17:47:38
87-3611238,538-49-9737,2021-02-14,0:14:21
05-9273510,119-92-7673,2021-02-12,6:11:37
59-2001984,829-02-0493,2021-02-09,1:22:28
05-4432395,545-18-5761,2021-02-12,6:25:19
40-4548637,114-44-0507,2021-02-15,11:40:03
83-5797010,800-82-5451,2021-02-16,10:33:32
00-3491701,844-51-2614,2021-02-13,3:43:45
62-3957909,608-06-0995,2021-02-11,3:38:58
19-8870687,416-84-4075,2021-02-13,6:51:28
24-3371900,217-51-4425,2021-02-12,23:22:16
74-5722426,357-31-4190,2021-02-20,7:42:22
86-6672647,125-12-0653,2021-02-12,12:32:32
28-7414730,570-31-3227,2021-02-18,20:53:38
40-3423299,136-34-7533,2021-02-13,23:57:10
43-8900304,451-34-9971,2021-02-18,10:59:10
71-8000840,754-50-8444,2021-02-14,14:14:15
04-8407091,423-90-5414,2021-02-13,12:16:22
63-9810430,199-70-5471,2021-02-17,21:05:45
79-5488525,557-75-6916,2021-02-15,15:15:42
78-3497083,137-26-3062,2021-02-12,17:48:38
57-7538938,736-26-2030,2021-02-17,12:46:54
42-2088927,467-09-3294,2021-02-13,2:05:46
96-3274640,609-99-3465,2021-02-10,21:04:04
12-3601356,497-21-3128,2021-02-14,3:18:44
44-6108102,497-36-1226,2021-02-19,3:48:19
85-9929691,617-40-9317,2021-02-20,22:04:10
18-7683902,549-01-5574,2021-02-07,6:02:05
40-7292854,118-65-5165,2021-02-16,2:06:28
28-9333550,622-45-4168,2021-02-18,16:54:54
59-3851372,628-83-6804,2021-02-09,0:43:41
50-6668288,729-71-9048,2021-02-20,20:12:24
38-3528279,632-57-8716,2021-02-10,0:39:16
96-9952383,321-86-5388,2021-02-15,23:16:29
06-2453426,826-79-3219,2021-02-14,4:45:42
81-2950978,850-93-5278,2021-02-08,9:17:36
83-5525848,147-26-7467,2021-02-15,0:09:54
11-9337305,471-45-1146,2021-02-17,15:06:43
30-3956718,158-52-8245,2021-02-15,3:17:12
28-3399277,576-02-9582,2021-02-13,19:57:37
51-4378562,130-16-0739,2021-02-19,16:59:00
57-7328301,575-92-8461,2021-02-12,13:00:39
69-5836067,120-25-3281,2021-02-20,2:32:44
93-9231138,223-98-3216,2021-02-17,17:41:48
44-5698916,465-35-1033,2021-02-14,14:03:17
95-7850420,766-75-2201,2021-02-07,14:06:13
58-7698665,322-05-1737,2021-02-11,8:32:30
56-1228102,297-37-9102,2021-02-09,17:21:44
13-1560333,232-53-8353,2021-02-19,3:41:39
58-5923226,823-42-8122,2021-02-17,8:00:29
94-3419860,521-58-3341,2021-02-11,6:15:41
62-0201370,507-86-7135,2021-02-18,6:34:27
52-5436982,256-08-9207,2021-02-12,22:14:50
82-9651793,212-65-7468,2021-02-18,22:56:30
39-5852679,705-89-2646,2021-02-20,8:18:09
98-6617844,339-16-3895,2021-02-16,17:12:28
05-6480236,444-80-4532,2021-02-09,12:12:51
29-6143936,776-66-7042,2021-02-18,23:12:12
99-9372272,296-99-8455,2021-02-08,15:01:31
17-7669310,213-55-1990,2021-02-14,5:45:02
92-2258879,324-74-9450,2021-02-18,5:07:12
95-5044859,314-07-1161,2021-02-19,3:19:36
28-0946947,513-65-6653,2021-02-14,14:17:59
01-5976452,791-91-7003,2021-02-15,8:49:47
16-3950110,494-37-6520,2021-02-09,15:20:10
97-6919799,307-08-1583,2021-02-17,15:31:46
08-8221372,442-37-9818,2021-02-11,4:37:27
94-0839153,550-52-7212,2021-02-07,3:16:40
44-0288797,723-03-3205,2021-02-07,11:15:35
84-2852922,192-86-7149,2021-02-08,11:04:11
54-1409396,243-11-1164,2021-02-16,14:35:34
14-9984859,374-94-8493,2021-02-13,15:25:41
17-6032164,447-87-2238,2021-02-09,12:49:44
71-8347585,300-08-6676,2021-02-07,5:39:18
63-5329992,361-58-1523,2021-02-20,16:48:53
34-3160390,659-20-9780,2021-02-07,2:07:57
60-1708477,123-32-3789,2021-02-13,15:55:39
31-4992117,593-69-7039,2021-02-14,13:42:47
15-5342056,415-70-0083,2021-02-15,6:36:13
74-7985221,802-53-7486,2021-02-11,17:06:44
45-7634441,597-59-3795,2021-02-20,20:10:30
01-7804458,683-24-6985,2021-02-07,13:40:40
96-5499028,709-84-0964,2021-02-12,8:18:49
48-7197319,448-22-2068,2021-02-19,6:23:21
49-7517582,382-07-1152,2021-02-14,8:59:34
17-2702455,599-82-6105,2021-02-10,12:30:36
08-2885266,297-68-1026,2021-02-10,19:09:14
01-6929183,657-29-0406,2021-02-10,8:08:06
96-4421004,783-71-7910,2021-02-09,11:05:23
26-0261189,338-95-3889,2021-02-20,15:53:28
96-9920323,729-72-2297,2021-02-09,23:05:09
03-5068188,819-29-1251,2021-02-16,7:55:08
70-7850904,335-44-4764,2021-02-09,20:54:51
26-9782799,680-24-8095,2021-02-13,16:29:12
99-3743575,526-57-4269,2021-02-07,14:34:13
82-9436721,131-88-0919,2021-02-09,10:38:12
25-2596364,163-93-1046,2021-02-12,11:17:57
11-0319771,148-09-5382,2021-02-20,21:15:41
79-5318446,660-64-1585,2021-02-16,15:13:09
61-3498655,461-53-2979,2021-02-17,13:25:40
89-4807184,538-94-3832,2021-02-09,13:02:10
00-5345227,665-84-8481,2021-02-10,6:31:29
29-9134156,504-05-9446,2021-02-07,13:33:05
65-1054639,500-11-6585,2021-02-17,11:43:16
87-5107121,143-44-9497,2021-02-14,13:06:44
06-4961771,770-02-8107,2021-02-17,4:50:39
21-3036831,432-50-4369,2021-02-16,1:57:43
69-8897093,745-40-6052,2021-02-16,11:17:02
32-5250521,653-31-5976,2021-02-14,20:17:26
74-3778506,105-26-0727,2021-02-19,8:25:38
35-5107355,433-88-0101,2021-02-19,3:06:14
